Mod,Installation,Type,Tested,Notes 1,Notes 2,URL,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,Migration Notes
Plain Cars Pack,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/plain-cars-pack/files/all?page=1&pageSize=20&gameVersionTypeId=1,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1108636,"CurseForge API returned a stable 26.1.x Fabric file, but no stable NeoForge file for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Prehistoric Fauna,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/prehistoric-fauna/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 311600,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Pretty Beaches,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/pretty-beaches/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,prettybeaches-neoforge-26.1-26.1.0.1.jar; balm-neoforge-26.1.2-26.1.2.6.jar,Included,2026-06-03,CurseForge stable release file 7806619; Balm dependency file 8056289,"Initial boot failed because Pretty Beaches required Balm. Installed latest stable NeoForge 26.1.2 Balm, then boot test row224_pretty_beaches_with_balm reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus non-fatal Lithostitched worldgen warnings. Both jars declare side=BOTH, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Prickle,Client,Dependency,OK,Dependency,Required by Enchantment Descriptions,https://www.curseforge.com/minecraft/mc-mods/prickle,26.1.2,Client dependency: included,client-package/mods/PrickleMC-neoforge-MC26.1.2-26.1.2.3.jar,Included,2026-06-03,CurseForge stable release file 8141123,Added automatically 2026-06-03 as the required dependency for Enchantment Descriptions; client package only.
PTS-Deco,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/pts-deco/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,PTS-Deco-8.0-NeoForge26.1.2.jar,Included,2026-06-03,CurseForge stable release file 8161101,"Boot test row225_pts_deco reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus non-fatal Lithostitched worldgen warnings. Jar metadata declares side=BOTH, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Pyrotechnic Elytra,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/pyrotechnic-elytra/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 968105,"CurseForge API returned stable NeoForge files for Minecraft 1.21.10 only, not Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Random Bone Meal Flowers,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/random-bone-meal-flowers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,randombonemealflowers-26.1.2-4.7.jar,Included,2026-06-03,CurseForge stable release file 7901941; existing Collective 8021353,"Boot test row227_random_bone_meal_flowers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
Rats,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/rats/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 323596,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Recast,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/recast/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,recast-26.1.2-3.7.jar,Included,2026-06-03,CurseForge stable release file 7901929; existing Collective 8021353,"Boot test row229_recast reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
Redden's Stone Lanterns,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/reddens-stone-lanterns/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 965820,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Regions Unexplored,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/regions-unexplored/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 659110,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Regrowth,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/regrowth/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 381597,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Repurposed Structures,Server & Client,Mod,OK,Worldgen,Base mod; distinct from PneumaticCraft compat row,https://www.curseforge.com/minecraft/mc-mods/repurposed-structures,26.1.2,OK,repurposed_structures-7.7.4+26.1-neoforge.jar,Included,2026-06-03,CurseForge stable release file 7971701,Added 2026-06-03 as the base Repurposed Structures mod. Boot test 20260603_requested_mods_repurposed_structures reached Done; final_all_accepted passed with this jar active.
Repurposed Structures - PneumaticCraft: Repressurized Compat Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/repurposed-structures-pneumaticcraft-repressurized-compat-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1080446,This row is the PneumaticCraft compat add-on and remains skipped. Requested base Repurposed Structures on 2026-06-03 is a distinct mod and was appended as a new OK row.
Rev's Better Structures,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/rbs/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 492902,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
RevampedWolf,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/revampedwolf/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,revampedwolf-26.1.2-25.0.0.jar,Included,2026-06-03,CurseForge stable release file 7906641,"Boot test row235_revampedwolf reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Roamers,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/roamers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 724447,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Roost Ultimate,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/roost-ultimate/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 621910,"CurseForge API returned only a 26.1-snapshot NeoForge file, not a stable Minecraft 26.1.2 or 26.1 release. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Rotten Creatures,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/rotten-creatures/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 371033,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Rubber Duck,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/rubber-duck/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 522039,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Ruined Brick Cities,Server,Data Pack,OK,,,https://www.curseforge.com/minecraft/data-packs/ruined-brick-cities/files/all?page=1&pageSize=20,26.1.2,OK,server-datapacks/brick_cities-1.5.1-datapack-26.1.zip,Not included,2026-06-03,CurseForge stable datapack file 7806470,"Installed as a server datapack under server-datapacks and mirrored to world/datapacks when the real world folder exists. Boot test row240_ruined_brick_cities_datapack reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Datapack is server-side, so not added to client-package/mods."
Ruined Lighthouse,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ruined-lighthouse/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1200678,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Ruins (Structure Spawning System),Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/ruins-structure-spawning-system/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,ruins-26.1.2.2NF.jar,Included,2026-06-03,CurseForge stable release file 8102441,"Boot test row242_ruins reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Ruins generated config/template folders successfully. Jar metadata has no explicit side field and is not marked server-only, so copied the tested jar to client package."
Sawmill House,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/sawmill-house/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1039188,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Scorched,Skipped,Data Pack,Skip,,,https://modrinth.com/datapack/scorched/versions?l=neoforge,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,Modrinth project scorched,Modrinth API returned no release versions for loaders=neoforge and Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Sengoku Jidai: Japanese Overworld.,Skipped,Data Pack,Skip,,,https://www.curseforge.com/minecraft/data-packs/sengoku-japanese-overworld/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1056976,CurseForge API returned no stable datapack files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Silence's Turrets,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/silences-defense-tower/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 873924,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Simple Planes,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/simple-planes/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 388908,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later. Duplicate rows collapsed into this clean view: original sheet rows 248.
Simply Light,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/simply-light/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 300331,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Skeleton Horse Spawn,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/skeleton-horse-spawn/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,skeletonhorsespawn-26.1.2-4.1.jar,Included,2026-06-03,CurseForge stable release file 7901860; existing Collective 8021353,"Boot test row250_skeleton_horse_spawn reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Sky Villages,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/sky-villages-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 545467,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Sleep Tight,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/sleep-tight/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 817564,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Small horse stable,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/small-horse-stable/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1069321,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Smarter Farmers (farmers replant),Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/smarter-farmers-farmers-replant/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 491290,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Snowy Biomes: Enhanced,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/better-snowy-biomes/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,better-snowy-biome-2.5.1-26.1.jar,Included,2026-06-03,CurseForge stable release file 7995368,"Boot test row255_snowy_biomes_enhanced reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar is not marked server-only and fabric metadata declares environment=*, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Snowy Tents,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/snowy-tents/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,snowy_tents-1.0.0-Neoforge-26.1.2.jar,Included,2026-06-03,CurseForge stable release file 8101368,"Boot test row256_snowy_tents reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Snuffles,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/snuffles/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 556372,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Solar Cooker,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/solar-cooker/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,solarcooker-neoforge-26.1.1-5.0.0.1.jar,Included,2026-06-03,CurseForge stable release file 7914168,"Boot test row258_solar_cooker reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. File is tagged NeoForge 26.1.1 and compatible with 26.1.2. Jar metadata declares side=BOTH, so copied to client package."
Solar Flux Reborn,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/solar-flux-reborn/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 246974,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Sound Physics Remastered,Client,Client Mod,OK,Audio/QoL,Beta accepted under relaxed policy,https://www.curseforge.com/minecraft/mc-mods/sound-physics-remastered,26.1.2,Client-only: included,client-package/mods/sound-physics-remastered-neoforge-1.5.1+26.1.2.jar,Included,2026-06-03,CurseForge beta file 7903186,Added 2026-06-03 to Mac client package only; not installed on the dedicated server. Optional Cloth Config was already present.
Spawn Animations,Server,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/spawn-animations-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,spawnanimations-v1.11.4-bump-mc1.17-26.1.x-mod.jar,Not included,2026-06-03,CurseForge stable release file 7904564,"Boot test row260_spawn_animations reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus non-fatal Lithostitched warnings. CurseForge tags the file as Server and metadata uses displayTest=IGNORE_SERVER_VERSION, so left it server-only and did not copy it to the client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Spooky Doors,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/spooky-doors/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1128353,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Stray Spawn,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/stray-spawn/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,strayspawn-26.1.2-3.7.jar,Included,2026-06-03,CurseForge stable release file 7901825; existing Collective 8021353,"Boot test row262_stray_spawn reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
Structory: Towers,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/structory-towers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,Structory_Towers_26.1_v1.0.16.jar,Included,2026-06-03,CurseForge stable release file 7842394,"Boot test row263_structory_towers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH and environment=*, so copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Stylecolonies,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/stylecolonies/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 827507,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Supplementaries,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/supplementaries/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 412082,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Swashbucklers!,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/swashbucklers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 746320,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Sweety's Garden,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/sweety-garden/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1276710,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Tax' Dragon Legend,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/taxdragonlegend/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 831897,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Tax' Ocean Pillager,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/taxoceanpillager/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 878092,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Tax' Ocean Villager,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/taxoceanvillager/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 837201,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
TFC Grooming Station,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/tfc-grooming-station/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1003785,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
The Hauntpuzzled House,Skipped,World/Map,Skip,,,https://www.curseforge.com/minecraft/worlds/hauntpuzzled-house/files/all?page=1&pageSize=20,26.1.2,Skipped: not a server mod,,Not included,2026-06-03,CurseForge world/map URL,"The URL points to a CurseForge world/map project, not a mod jar. Per instructions, skipped non-mod tracker rows."
The Lost Castle,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/the-lost-castle/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,tlc-neoforge-26.1-2.1.1.jar,Included,2026-06-03,CurseForge stable release file 8066461,Accepted after fresh-world relaxed retest row273_lostcastle_relaxed reached Done with no Lost Castle-specific filtered errors/warnings. Included in client package; final active-set validation passed. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
The Lost Cities,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/the-lost-cities/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 269024,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
The Twilight Forest,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/the-twilight-forest/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 227639,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
The Undergarden,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/the-undergarden/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 379849,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Tidal Towns,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/tidal-towns/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 891880,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Tinted Torches,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/tinted-torches/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 994223,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Tiny Dragons,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/tiny-dragons/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1169945,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Towers of the Wild Modded,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/towers-of-the-wild-modded/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 859365,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Towns and Towers,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/towns-and-towers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,t_and_t-fabric-neoforge-1.13.11.jar; cristellib-neoforge-26.1.2-3.1.4.jar,Included,2026-06-03,CurseForge stable release file 7886369; Cristel Lib dependency file 8114432,"Initial boot failed because Towns and Towers required Cristel Lib 3.1.3+. Installed latest stable NeoForge 26.1.2 Cristel Lib, then boot test row281_towns_and_towers_with_cristellib reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus non-fatal Lithostitched warnings. Both jars copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed. Duplicate rows collapsed into this clean view: original sheet rows 282."
