Mod,Category,Installation,Type,Tested,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,URL,DB Notes
Cloth Config API,World Mods,Server & Client,API,OK,26.1.2,OK,cloth-config-26.1.154.jar,Included,2026-06-03,Modrinth release TimoYzse,https://modrinth.com/mod/cloth-config/changelog?l=neoforge,Boot test row62_cloth_config reached Done and stopped cleanly; copied to client package.
Critter Armory,World Mods,Server & Client,Mod,OK,26.1.2,OK,critterarmory-26.1.2-0.6.5-neoforge.jar,Included,2026-06-03,CurseForge stable release file 8173377,https://www.curseforge.com/minecraft/mc-mods/critter-armory/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row63_critter_armory reached Done and stopped cleanly; copied to client package.
Custom fences and walls,World Mods,Server & Client,Mod,OK,26.1.2,OK,customfence-26-1.jar,Included,2026-06-03,CurseForge stable release file 8011352,https://www.curseforge.com/minecraft/mc-mods/customfence/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row64_custom_fences reached Done and stopped cleanly; first run corrected/generated customfence-common.toml. Duplicate rows collapsed into this clean view: original sheet rows 117.
Da Bomb,World Mods,Server & Client,Mod,OK,26.1.2,OK,DaBomb-26.1.2-0.8.0.jar,Included,2026-06-03,CurseForge beta release file 7936784,https://www.curseforge.com/minecraft/mc-mods/da-bomb/files/all?page=1&pageSize=20&gameVersionTypeId=6,Accepted under relaxed beta policy.
Display Case,World Mods,Server & Client,Mod,OK,26.1.2,OK,display_case-neoforge-26.1-1.4.jar,Included,2026-06-03,CurseForge stable release file 8084771,https://www.curseforge.com/minecraft/mc-mods/displaycase/files/all?page=1&pageSize=20&gameVersionTypeId=6,Stable 26.1 NeoForge file is tagged compatible with 26.1.2.
DnT Desert Temple Overhaul,World Mods,Server & Client,Mod,OK,26.1.2,OK,DnT-desert-temple-overhaul-v2.1 [NeoForge].jar,Not required (server-only),2026-06-03,CurseForge stable release file 7053465,https://www.curseforge.com/minecraft/mc-mods/dnt-desert-temple-overhaul/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row67_dnt_desert_temple reached Done and stopped cleanly.
EMF - Entity Model Features,World Mods,Server & Client,API,OK,26.1.2,Client-only: included,client-package/mods/entity_model_features-3.2.4-26.1-neoforge.jar,Included,2026-06-03,CurseForge stable release file 8063579,https://www.curseforge.com/minecraft/mc-mods/entity-model-features/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Client-only NeoForge mod/API, not installed on the server."
ETF - Entity Texture Features,World Mods,Server & Client,API,OK,26.1.2,Client-only: included,client-package/mods/entity_texture_features_26.1-neoforge-7.1.jar,Included,2026-06-03,CurseForge stable release file 7930640,https://www.curseforge.com/minecraft/mc-mods/entity-texture-features-fabric/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Client-only NeoForge mod/API, not installed on the server."
Explorify - Dungeons & Structures,World Mods,Server + client,Mod,OK,NeoForge 26.1.x / server 26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8082824 from actual mc-mods project 698309,https://www.curseforge.com/minecraft/mc-mods/explorify,"CurseForge API returned no stable NeoForge/datapack files for Minecraft 26.1.2, 26.1.1, or 26.1."
FallingTree,World Mods,Server & Client,Mod,OK,26.1.2,OK,FallingTree-26.1.2-25-codexfix.jar,Included,2026-06-03,CurseForge stable release file 8129003; local codexfix copy,https://www.curseforge.com/minecraft/mc-mods/falling-tree/files/all?page=1&pageSize=20&gameVersionTypeId=6,Original jar logged a missing META-INF/neoforge.accesstransformer.cfg error.
Fancy Beds,World Mods,Client,Resource Pack,OK,26.1.2,Client-only: included,client-package/resourcepacks/Fancy_Beds-v4.1.zip,Included,2026-06-03,CurseForge stable release file 7148803,https://www.curseforge.com/minecraft/texture-packs/fancy-beds/files/all?page=1&pageSize=20,"Client-only resource pack, not installed on the server."
Farm 3D,World Mods,Client,Resource Pack,OK,26.1.2,Client-only: included,client-package/resourcepacks/Farm 3D.zip,Included,2026-06-03,CurseForge stable release file 8111213,https://www.curseforge.com/minecraft/texture-packs/farm-3d/files/all?page=1&pageSize=20,"Client-only resource pack, not installed on the server."
Fish of Thieves,World Mods,Server & Client,Mod,OK,26.1.2,OK,fish_of_thieves-mc26.1.2-v26.1.2.0-neoforge.jar,Included,2026-06-03,CurseForge stable release file 7939174,https://www.curseforge.com/minecraft/mc-mods/fish-of-thieves/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row76_fish_of_thieves reached Done and stopped cleanly; jar is tagged NeoForge 26.1.2 and was copied to the client package.
ForgeEndertech,World Mods,Server & Client,API,OK,26.1.2,OK,forgeendertech-26.1.0.0-neoforge-26.1.2-build.0046.jar,Included,2026-06-03,CurseForge stable release file 7910063,https://www.curseforge.com/minecraft/mc-mods/forgeendertech/files/all?page=1&pageSize=20&gameVersionTypeId=6,Dependency for Advanced Chimneys.
Framework,World Mods,Server & Client,API,OK,26.1.2,OK,framework-neoforge-26.1.2-0.13.23.jar,Included,2026-06-03,CurseForge stable release file 7964506,https://www.curseforge.com/minecraft/mc-mods/framework/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row80_framework reached Done and stopped cleanly; copied API jar to client package.
Furnicraft,World Mods,Server,Datapack,OK,26.1.2,OK,furnicraft-26.1.zip,Not required (server datapack),2026-06-03,Modrinth release b1tw1wqr,https://modrinth.com/datapack/ketkets-furnicraft/changelog?l=neoforge,Stored in server-datapacks and copied to world/datapacks.
GeckoLib,World Mods,Server & Client,API,OK,26.1.2,OK,geckolib-neoforge-26.1.2-5.5.1.jar,Included,2026-06-03,CurseForge stable release file 7913641,https://www.curseforge.com/minecraft/mc-mods/geckolib/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row83_geckolib reached Done and stopped cleanly; copied to client package.
Genshin Villager,World Mods,Client,Resource Pack,OK,26.1.2,Client-only: included,client-package/resourcepacks/Genshin Villagers (No Noise).zip,Included,2026-06-03,CurseForge stable release file 7821689,https://www.curseforge.com/minecraft/texture-packs/genshin-villager/files/all?page=1&pageSize=20,"Client-only resource pack, not installed on the server."
GlitchCore,World Mods,Server & Client,API,OK,26.1.2,OK,GlitchCore-neoforge-26.1.2-26.1.2.0.2.jar,Included,2026-06-03,CurseForge beta release file 8109770,https://www.curseforge.com/minecraft/mc-mods/glitchcore/files/all?page=1&pageSize=20&gameVersionTypeId=6,Accepted as beta dependency under relaxed policy.
Lithostitched,World Mods,Server & Client,API,OK,26.1.2,OK,lithostitched-1.7.9-neoforge-26.1.jar,Included,2026-06-03,CurseForge stable release file 8158006,https://www.curseforge.com/minecraft/mc-mods/lithostitched/files/all?page=1&pageSize=20&gameVersionTypeId=6,Stable 26.1 NeoForge file is tagged compatible with 26.1.2.
M.R.U,World Mods,Client,API,OK,26.1.2,Client-only: included,client-package/mods/mru-1.0.28+lts+26.1-neoforge.jar,Included,2026-06-03,CurseForge stable release file 7805937,https://www.curseforge.com/minecraft/mc-mods/mru/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Client-only NeoForge mod/API, not installed on the server."
Resourceful Lib,World Mods,Server & Client,API,OK,26.1.2,OK,ResourcefulLib-4.0.1.jar,Included,2026-06-03,CurseForge stable release file 7927296,https://www.curseforge.com/minecraft/mc-mods/resourceful-lib/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row94_resourceful_lib_early reached Done and stopped cleanly; stable NeoForge 26.1.x jar is installed and copied to the client package.
TerraBlender,World Mods,Server & Client,API,OK,26.1.2,OK,TerraBlender-neoforge-26.1.2-26.1.2.0.2.jar,Included,2026-06-03,Modrinth beta version rg59ugAw,https://modrinth.com/mod/terrablender/versions,Accepted as beta dependency under relaxed policy.
Tschipcraft's Dynamic Lights,World Mods,Server,Datapack,OK,26.1.2,OK,dynamiclights-v1.9.2-mc1.17-26.1.1-datapack.zip,Not required (server datapack),2026-06-03,CurseForge stable release file 7875444,https://www.curseforge.com/minecraft/data-packs/tschipcrafts-dynamic-lights,Stored in server-datapacks and copied to world/datapacks.
YetAnotherConfigLib,World Mods,Server & Client,API,OK,26.1.2,OK,yet_another_config_lib_v3-3.9.3+26.1-neoforge.jar,Included,2026-06-03,CurseForge stable release file 7904437,https://www.curseforge.com/minecraft/mc-mods/yacl/files/all?page=1&pageSize=20&gameVersionTypeId=6,Stable 26.1 NeoForge file is tagged compatible with 26.1.2.
Blackwolf Library,Dependency,Server + client,Dependency,Failed,26.1.2,Rejected with failed parent candidate,/var/minecraft_26.1.2/mods.failed/20260603_batch2_108_more-several-stairs,Not included,2026-06-03,,https://www.curseforge.com/minecraft/mc-mods/blackwolf-library,Auto-added as required dependency while processing SQLite URL batch.
Fzzy Config,Dependency,Server + client,Dependency,Failed,26.1.2,Rejected with failed parent candidate,/var/minecraft_26.1.2/mods.failed/20260603_batch2_031_immersive-paintings,Not included,2026-06-03,,https://www.curseforge.com/minecraft/mc-mods/fzzy-config,Auto-added as required dependency while processing SQLite URL batch.
LimaCore,Dependency,Server + client,Dependency,Failed,26.1.2,Rejected with failed parent candidate,/var/minecraft_26.1.2/mods.failed/20260603_batch2_110_ltx-industries,Not included,2026-06-03,,https://www.curseforge.com/minecraft/mc-mods/limacore,Auto-added as required dependency while processing SQLite URL batch.
Blue Grove (Fabric/Forge/NeoForge/Quilt),Requested URL batch,Server + client,Mod,Failed,26.1.2,Rejected: worldgen registry loading error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-04,CurseForge stable release file 6675076,https://www.curseforge.com/minecraft/mc-mods/blue-grove,Imported from SQLite URL batch 20260604-next-batch-5 on 2026-06-04.
Extended Build Limit,Requested URL batch,Server + client,Mod,Failed,26.1.2,Rejected: dimension_type registry loading error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-04,CurseForge stable release file 7760929,https://www.curseforge.com/minecraft/mc-mods/extended-build-limit,Imported from SQLite URL batch 20260604-next-batch-5 on 2026-06-04.
Immersive Paintings [Fabric/Forge],Requested URL batch,Server + client,Mod,Failed,26.1.2,Rejected: boot test error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 8142453,https://www.curseforge.com/minecraft/mc-mods/immersive-paintings,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
LTX Industries,Requested URL batch,Server + client,Mod,Failed,26.1.2,Rejected: boot test error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 8172010,https://www.curseforge.com/minecraft/mc-mods/ltx-industries,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
More Beautiful Stairs,Requested URL batch,Server + client,Mod,Failed,26.1.2,Rejected: boot test error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 8047536,https://www.curseforge.com/minecraft/mc-mods/more-several-stairs,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
Revamped Cats,Requested URL batch,Server + client,Mod,Failed,26.1.2,Rejected: server-side mixin injection failure,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-04,CurseForge stable release file 7806463,https://www.curseforge.com/minecraft/mc-mods/revamped-cats,Imported from SQLite URL batch 20260604-next-batch-5 on 2026-06-04.
Subtle Effects,Requested URL batch,Server + client,Mod,Failed,26.1.2,Rejected: boot test error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 8008326,https://www.curseforge.com/minecraft/mc-mods/subtle-effects,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
Vanilla Degus,Requested URL batch,Server + client,Mod,Failed,26.1.2,Rejected: boot test error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 7862400,https://www.curseforge.com/minecraft/mc-mods/vanilla-degus,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
Ecologics,Test New Mods,Server + client,Mod,Failed,NeoForge 26.1.2,Rejected: global loot modifier parse error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 8111342,https://www.curseforge.com/minecraft/mc-mods/ecologics,Boot test row127_ecologics reached Done but logged a real NeoForge global loot modifiers parse error for ecologics:music_disc_buried_treasure.
Fantasy's Furniture,Test New Mods,Server & Client,Mod,Crash,26.1.2,Rejected: registry crash,mods.failed/row129_fantasys_furniture_relaxed_sets/*.jar,Not included,2026-06-03,CurseForge stable base 8050253 plus set modules 8050254/8050255/8050256/8050258/8050260/8050261/8050262; ApexCore 8097812,https://www.curseforge.com/minecraft/mc-mods/fantasys-furniture/files/all?page=1&pageSize=20&gameVersionTypeId=6,Base-only install still lacks furniture sets.
Fire Arrows Ignite Fire,Test New Mods,Server,Mod,Log Error,26.1.2,Rejected: log error,Moved to mods.failed/row131_fire_arrows/firearrows-neoforge-26.1.2-13.4.jar + deimos-26.1.2-neoforge-2.6.1.jar,Not included,2026-06-03,CurseForge stable release file 7902361; dependency Deimos Lib 8124492,https://www.curseforge.com/minecraft/mc-mods/fire-arrows-start-fire/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row131_fire_arrows reached Done but logged a recipe parse failure involving invalid resource location '#minecraft:metal_nuggets ' with a trailing space.
Friends&Foes - Flowery Mooblooms,Test New Mods,Server & Client,Mod,Skip,26.1.2,Dependency rejected,,Not included,2026-06-03,CurseForge stable release file 8156196 requires Friends&Foes base mod,https://www.curseforge.com/minecraft/mc-mods/friends-and-foes-flowery-mooblooms-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,Skipped because required dependency Friends&Foes was already rejected earlier for a real NeoForge global loot modifiers parse error.
Grimoire of Gaia,Test New Mods,Server & Client,Mod,Log Error,26.1.2,Rejected: missing Patchouli dependency,mods.failed/row138_grimoireofgaia_relaxed/GrimoireOfGaia4-26.1.2-7.0.0-alpha.2.jar,Not included,2026-06-03,CurseForge beta file 8002156; no compatible Patchouli 26.x dependency found on CurseForge or Modrinth,https://www.curseforge.com/minecraft/mc-mods/grimoire-of-gaia/files/all?page=1&pageSize=20&gameVersionTypeId=6,Server reached Done but logged a real data parse error for grimoireofgaia:gaiapedia because patchouli:guide_book/component is unavailable.
Laser Bridges & Doors,Test New Mods,Server & Client,Mod,Log Error,26.1.2,Rejected: log error,Moved to mods.failed/row168_laser_bridges/laserbridges-26.1.2-neoforge-5.4.jar + deimos-26.1.2-neoforge-2.6.1.jar,Not included,2026-06-03,CurseForge stable release file 7914957; dependency Deimos Lib 8124492,https://www.curseforge.com/minecraft/mc-mods/laser-bridges-doors/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row168_laser_bridges reached Done but logged the same invalid recipe resource '#minecraft:metal_nuggets ' parse failure seen with Fire Arrows/Deimos.
Medieval Buildings,Test New Mods,Server & Client,Mod,Log Error,26.1.2,Rejected: datapack/tag error,Moved to mods.failed/row191_medieval_buildings/medieval_buildings-neoforge-26.1.2-1.2.0.jar + medieval_end-neoforge-26.1.2-1.2.0.jar + medieval_nether-neoforge-26.1.2-1.2.1.jar,Not included,2026-06-03,CurseForge stable release file 7956240; dependencies 7956268 and 7956951,https://www.curseforge.com/minecraft/mc-mods/medieval-buildings/files/all?page=1&pageSize=20,Boot test row191_medieval_buildings reached Done but logged a real TagLoader ERROR: minecraft:load missing medieval_end:load.
Medieval Buildings - New Structures!,Test New Mods,Server & Client,Mod,Log Error,26.1.2,Rejected: duplicate of failed row 191,Moved to mods.failed/row191_medieval_buildings/medieval_buildings-neoforge-26.1.2-1.2.0.jar + dependencies,Not included,2026-06-03,Duplicate of row 191; CurseForge stable release file 7956240,https://www.curseforge.com/minecraft/mc-mods/medieval-buildings/files/all?page=1&pageSize=20&gameVersionTypeId=6,Duplicate tracker row.
Underground Villages,Test New Mods,Failed,Mod,Log Error,26.1.2,Rejected: Ruins integration error,mods.failed/row292_undergroundvillages_final_reject/UndergroundVillages-neoforge-26.1.2-11.0.0.jar,Not included,2026-06-03,CurseForge stable release file 7936881,https://www.curseforge.com/minecraft/mc-mods/underground-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Fresh-world individual retest briefly passed, but final_relaxed_active_set reproduced the RuinsMod NullPointerException translating minecraft:water. Duplicate rows collapsed into this clean view: original sheet rows 293."
Additional Lights,World Mods,Server & Client,Mod,Failed,26.1.2,Rejected: incompatible with Tropicraft/new batch additions,additional_lights-neoforge-26.1.2-3.1.0.jar,Not included,2026-06-03,CurseForge stable release file 7923974,https://www.curseforge.com/minecraft/mc-mods/additional-lights/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row45_additional_lights passed: STATUS=started, ERROR_LINES=0."
Better McDonald's Mod,World Mods,Server & Client,Mod,Crash,26.1.2,Failed server boot,better_mcdonalds_mod-neoforge-5.0.1+26.1.1.jar,Not included,2026-06-03,CurseForge stable release file 7878692,https://www.curseforge.com/minecraft/mc-mods/better-mcdonalds-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,Initial boot failed because Balm was missing.
Earth Mobs,World Mods,Server & Client,Mod,Log Error,26.1.2,Rejected: log error,earthmobsmod-26.1.2-29.1.0.jar,Not included,2026-06-03,CurseForge stable release file 8179297,https://www.curseforge.com/minecraft/mc-mods/earth-mobs/files/all?page=1&pageSize=20&gameVersionTypeId=6,Bagus Lib dependency was already installed.
Friends&Foes,World Mods,Server & Client,Mod,Log Error,26.1.2,Rejected: log error,friendsandfoes-neoforge-4.0.26+mc26.1.2.jar,Not included,2026-06-03,CurseForge stable release file 8154562,https://www.curseforge.com/minecraft/mc-mods/friends-and-foes-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,Initial boot required Resourceful Lib.
Everything Japanese,World Mods - Fix,Server & Client,Mod,Crash,26.1.2,Failed server boot,everythingjapanese-1.25.0-26.1.2-slim.jar,Not included,2026-06-03,CurseForge stable release file 8068064,https://www.curseforge.com/minecraft/mc-mods/everything-japanese/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Dependencies GeckoLib 5.5.1 and EverythingCore 6.0.0 resolved, then dedicated server crashed: NoClassDefFoundError net/minecraft/client/model/geom/builders/LayerDefinition."
Curseforge,Online Resources,Skipped,Online Reference,Skip,26.1.2,Skipped: online reference,,Not included,2026-06-03,Sheet URL/reference,https://www.curseforge.com/minecraft/search?page=1&pageSize=50&sortBy=total+downloads&version=1.21.8&gameVersionTypeId=6,"CurseForge browsing reference, not a server or client mod."
Map Viewer,Online Resources,Skipped,Online Reference,Skip,26.1.2,Skipped: online reference,,Not included,2026-06-03,Sheet URL/reference,https://mcseedmap.net/1.21.5-Java/-4117909493815948877#x=123&z=-332&l=-1.3,"Map viewer/seed reference, not a server or client mod."
UUID for new Player Name,Online Resources,Skipped,Online Reference,Skip,26.1.2,Skipped: online reference,,Not included,2026-06-03,Sheet URL/reference,https://mcuuid.net/?q=Pummelchen7791,"Online UUID/whitelist reference, not a server or client mod."
Create: Automotives,Requested URL batch,Server + client,Mod,Skipped,26.1.2,Skipped: requires Create 6.0.0+; no compatible Create NeoForge 26.1.x release found,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 7985010,https://www.curseforge.com/minecraft/mc-mods/create-automotives,Selected CurseForge stable file 7985010 (create-automotives-1.21.1-V2.jar) for NeoForge 26.1.x.
CS - Complementary Structures,Requested URL batch,Server + client,Mod,Skipped,26.1.2,Skipped: missing compatible dependency,,Not included,2026-06-03,CurseForge stable release file 7837330,https://www.curseforge.com/minecraft/mc-mods/complementary-structures,Imported from SQLite URL batch 20260604-next-batch-4 on 2026-06-03.
Chunk Sending,Server Optimizer,Server & Client,Server Optimizer,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/chunk-sending-forge-fabric/files/all?page=1&pageSize=20&gameVersionTypeId=6,Skipped to honor stable-compatible-only rule; existing 1.21.x jar remains only in mods_previous_1.21.8.
Clumps,Server Optimizer,Server & Client,Server Optimizer,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,https://www.curseforge.com/minecraft/mc-mods/clumps/files/all?page=1&pageSize=20&gameVersionTypeId=6,Skipped to honor stable-compatible-only rule; existing 1.21.8 jar remains only in mods_previous_1.21.8.
Cherry Hut,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/cherry-hut/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
ChickensShed,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/chickensshed/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Chimes,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/chimes/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
ChocoCraft,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/chococraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
ChoiceTheorem's Overhauled Village,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/choicetheorems-overhauled-village/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
CobbleFurnies,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/cobblefurnies/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Coffee Spawner,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/coffee-spawner/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Create Big Cannons,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/create-big-cannons/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Create Big Cannons: Advanced Technologies,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/create-big-cannons-advanced-technologies/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Create: Escalated,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/create-escalated/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Create: Rustic Structures,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/create-rustic-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Create: Structures Arise,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/create-structures-arise/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Critters and Companions,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/critters-and-companions/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Desert Oasis,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/desert-oasis/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Dragonite Gear,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/dragonite-gear/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Duckling,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/duckling/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Dungeons Enhanced,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/dungeonsenhanced/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Dynamic Trees Pam's Harvestcraft 2: Trees,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/dynamic-trees-pams-harvestcraft-2/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Farmer's Delight,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/farmers-delight/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Fisherman's Trap,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/fishermans-trap/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
